Place.id,strata_id,Location.name.in.English,Location.name.in.Arabic,Latitude,Longitude,COD_Subdistrict,district_mcna,governorate_mcna
20569,Samarra,Hay Al-Khathraa Mahala 322,?? ??????? ?(25-???????)???? 322,34.19773851,43.90743795,Markaz Samarra,samarra,salah.al.din
22474,Samarra,Hay Al Dhubbat-Mahalla 334,?? ?????? ?(25-???????)???? 334,34.19306987,43.8913851,Markaz Samarra,samarra,salah.al.din
21588,Samarra,Al Jubairiyah Al Thalitha,?? ??????(22-??????)???????? ???????,34.18151073,43.90937853,Markaz Samarra,samarra,salah.al.din
21590,Samarra,Hay Salah Al-Din(Mahala 302),?? ???? ????? ???? 302,34.20472059,43.91261897,Markaz Samarra,samarra,salah.al.din
23877,Samarra,Hay Al-Ziraa(Sharqiyah)113,?? ???????(?????)???? 113,34.18825585,43.87307567,Markaz Samarra,samarra,salah.al.din
25518,Samarra,Al Mahalla Al Gharbiah,?????? ???????,34.19354152,43.87038482,Markaz Samarra,samarra,salah.al.din
23876,Samarra,Al Jibariya Mahala 316,?? ??????(22-??????)???? 316,34.18445265,43.90318531,Markaz Samarra,samarra,salah.al.din
20675,Samarra,Al-Efraz area,?? ???????,34.20589121,43.90987038,Markaz Samarra,samarra,salah.al.din
22473,Samarra,Hay Al Muthanna-Mahalla 312,?? ??????-???? 312,34.19323408,43.91680473,Markaz Samarra,samarra,salah.al.din
24247,Tikrit,Hay Al baladiyah,?? ???????-?(27-?????? ???????),34.68755009,43.71769524,Al-Alam,tikrit,salah.al.din
28449,Tikrit,Mahalla Al Aed,?? ??????(27-?????? ???????)???? ??????,34.70181064,43.71575489,Al-Alam,tikrit,salah.al.din
21592,Tikrit,Hay Al sinay-Al samad,?? ???????-?(51-?????? ??? ????)???? ?????,34.71326825,43.70669107,Al-Alam,tikrit,salah.al.din
23145,Tikrit,Al Ahad Al Jadid village,???? ????? ??????,34.72016511,43.69896303,Al-Alam,tikrit,salah.al.din
24212,Tikrit,Al khuzamiya Village,???? ????????,34.768545,43.65085705,Al-Alam,tikrit,salah.al.din
25923,Tikrit,Qadisya 2 Mahala 216,?? ????????(??????2)?????? 7-???? 216,34.64904267,43.66291122,Um Al-Qura,tikrit,salah.al.din
22468,Tikrit,Hay Al Zuhour-422,?? ?????? ????-422,34.59060412,43.67237859,Um Al-Qura,tikrit,salah.al.din
24211,Tikrit,Al Namah Al ShamaliyahVillage,???? ??????? ????????,34.66263782,43.92081141,Um Al-Qura,tikrit,salah.al.din
20618,Tikrit,Hammad Shihab,???? ???? ????,34.69869525,43.61826052,Um Al-Qura,tikrit,salah.al.din
22058,Tikrit,Hay Aldiuom,?? ??????-?????? 211-???? ?????,34.59618062,43.65522036,Um Al-Qura,tikrit,salah.al.din
27367,Tikrit,Hay Alziraa,?? ???????,34.58463421,43.68255174,Um Al-Qura,tikrit,salah.al.din
25962,Tikrit,Hay Salma Altaghlubia,?? ???? ????????-???? 401,34.60974451,43.68082171,Um Al-Qura,tikrit,salah.al.din
25866,Tooz Khurmato,Hay Komari-120,?? ?????? ?(5-?????)???? 120,34.89631116,44.62618562,Markaz Tooz Khurmato,tooz.khurmato,salah.al.din
25748,Tooz Khurmato,Markaz Tooz-Jesir Dara,??? ????,34.95107121,44.59455173,Markaz Tooz Khurmato,tooz.khurmato,salah.al.din
25754,Tooz Khurmato,Markaz Tooz-Hay Al Askari,?? ???????,34.87893383,44.61564474,Markaz Tooz Khurmato,tooz.khurmato,salah.al.din
25872,Tooz Khurmato,Unformal Shelter,??? ??? ????,34.9051509,44.63581838,Markaz Tooz Khurmato,tooz.khurmato,salah.al.din
25752,Tooz Khurmato,Markaz Tooz-Hay Al Taiyar 122,???? 122,34.90215812,44.62048832,Markaz Tooz Khurmato,tooz.khurmato,salah.al.din
20405,Tooz Khurmato,Sankur,?????,35.0088073,44.53832744,Markaz Tooz Khurmato,tooz.khurmato,salah.al.din
25868,Tooz Khurmato,Hay Rizgari-114,?? ?????? ?(5-?????)???? 114,34.88670149,44.64114867,Markaz Tooz Khurmato,tooz.khurmato,salah.al.din
33153,Tooz Khurmato,Zinana,?????,34.8799657,44.8496409,Markaz Tooz Khurmato,tooz.khurmato,salah.al.din
25870,Tooz Khurmato,Tal Al Naqqar,?? ??????,34.732738,44.800704,Sulaiman Baig,tooz.khurmato,salah.al.din
10301,Al-Nasiriya,Hay Al Fidaa,?? ??????,31.06973001,46.27874198,Markaz Al-Nasiriya,al.nasiriya,thi.qar
9396,Al-Nasiriya,Al-zielat,????????,31.0154237,46.26344175,Markaz Al-Nasiriya,al.nasiriya,thi.qar
24494,Al-Nasiriya,Al Aker,?????,31.02771088,46.21821474,Markaz Al-Nasiriya,al.nasiriya,thi.qar
10259,Al-Nasiriya,Hay Al Tadhihiya,?? ???????,31.05015718,46.27335321,Markaz Al-Nasiriya,al.nasiriya,thi.qar
21208,Al-Nasiriya,Hay Al Mualimeen,?? ????????,31.06777925,46.24967456,Markaz Al-Nasiriya,al.nasiriya,thi.qar
9427,Al-Nasiriya,Hay AL-Mansouria,????????? ,31.03044192,46.21559912,Markaz Al-Nasiriya,al.nasiriya,thi.qar
10335,Al-Nasiriya,Al-Salhiya,?? ????????,31.05063835,46.2693433,Markaz Al-Nasiriya,al.nasiriya,thi.qar
23683,Al-Nasiriya,Hay Mehidiya,?? ????????,31.03290329,46.25155243,Markaz Al-Nasiriya,al.nasiriya,thi.qar
10263,Al-Nasiriya,Sadir City,?? ????? ?????,31.0802066,46.2356939,Markaz Al-Nasiriya,al.nasiriya,thi.qar
10260,Al-Nasiriya,Al Iskan Al Sinaie,??????? ???????,31.01345748,46.28240815,Markaz Al-Nasiriya,al.nasiriya,thi.qar
19555,Al-Kut,Damook 150,????? 150,32.53161253,45.82103463,Markaz Al-Kut,al.kut,wassit
25322,Al-Kut,Anwar Al Sadur-Al-Ghader,????? ?????-??????,32.5131733,45.84019899,Markaz Al-Kut,al.kut,wassit
27277,Al-Kut,Al Hakeem Al-Ula,?????? ??????,32.52988171,45.83964831,Markaz Al-Kut,al.kut,wassit
27275,Al-Kut,Al-Hassan Al-Askari Al-Thania,????? ??????? ???????,32.53247892,45.7912212,Markaz Al-Kut,al.kut,wassit
19070,Al-Kut,Hay al-zahraa,?? ???????,32.52291874,45.81870231,Markaz Al-Kut,al.kut,wassit
23256,Al-Kut,Al Hasan Al Askari,????? ???????,32.53075098,45.7473125,Markaz Al-Kut,al.kut,wassit
27278,Al-Kut,Al Hakeem Al-Thania,?????? ???????,32.53589111,45.85707997,Markaz Al-Kut,al.kut,wassit
24786,Al-Kut,Al Hakeem Al-Khdhra,?????? ???????,32.54525026,45.85184353,Markaz Al-Kut,al.kut,wassit
27383,Al-Kut,Hay Al Jawadeen Al-Thalitha,?? ???????? ???????,32.51103961,45.85696859,Markaz Al-Kut,al.kut,wassit
19548,Al-Kut,Al Batar village,???? ??????,32.56659569,45.64940515,Markaz Al-Kut,al.kut,wassit
25103,Al-Kut,Al-Jihad Al-Zahraa,?????? ???????,32.47834063,45.8128393,Wasit,al.kut,wassit
25106,Al-Kut,Al-Jihad-Al-Sajad,??????-??????,32.4737597,45.82086882,Wasit,al.kut,wassit
24261,Al-Kut,Hay Al-Hawaraa 3,?? ??????? ???????,32.48702633,45.84528154,Wasit,al.kut,wassit
106,Zakho,Al-Amen,?? ??????,37.06,42.38,Markaz Zakho,zakho,duhok
23792,Al-Kaim,Al Angaa,?? ???????,34.38025462,41.05022726,Al-Karabla,al.kaim,al.anbar
34069,Al-Baaj,Al-sahlan,???????,36.054272,41.391497,Markaz Al-Baaj,al.baaj,ninewa
34090,Al-Baaj,Al-khader,?????,36.056533,41.696036,Markaz Al-Baaj,al.baaj,ninewa
17131,Al-Hamdaniya,Bartalla center,???? ????? ?????,36.353862,43.38319564,Bartilla,al.hamdaniya,ninewa
22214,Al-Hamdaniya,Muafaqiyah village,???? ????????,36.357627,43.32886537,Bartilla,al.hamdaniya,ninewa
29613,Al-Hamdaniya,Tal Al-Laban,?? ?????,36.20844,43.53488145,Markaz Al-Hamdaniya,al.hamdaniya,ninewa
17386,Al-Hamdaniya,Blawat Village,???? ?????? ,36.227551,43.41814873,Namroud,al.hamdaniya,ninewa
17373,Al-Hamdaniya,Mnara Shabak Village,???? ????? ?????,36.314426,43.3300402,Bartilla,al.hamdaniya,ninewa
21939,Al-Hamdaniya,Shaquli village,???? ??????,36.321536,43.44990978,Bartilla,al.hamdaniya,ninewa
17399,Al-Hamdaniya,Jlewkhan village,???? ???????,36.288059,43.2428429,Bartilla,al.hamdaniya,ninewa
22216,Al-Hamdaniya,Shiek Ameer Village,???? ??? ???? ,36.318867,43.47387555,Markaz Al-Hamdaniya,al.hamdaniya,ninewa
17376,Al-Hamdaniya,Kabarly Village,???? ????? ,36.242985,43.44905944,Markaz Al-Hamdaniya,al.hamdaniya,ninewa
22433,Al-Hamdaniya,Knehash 2 Village,???? ???? ??????,36.060894,43.474475,Namroud,al.hamdaniya,ninewa
23699,Al-Hamdaniya,Khazna Tappa,???? ???,36.363317,43.35960454,Bartilla,al.hamdaniya,ninewa
17930,Al-Hamdaniya,Tahrawa Village,???? ??????,36.343993,43.3264564,Bartilla,al.hamdaniya,ninewa
18267,Al-Shikhan,Taq Harb,???? ??? ???,36.585999,43.30133748,Markaz Al-Shikhan,al.shikhan,ninewa
21648,Al-Shikhan,Taq Mekail,???? ??? ???????,36.573488,43.30365621,Markaz Al-Shikhan,al.shikhan,ninewa
17875,Al-Shikhan,Nargizlia Village,???? ???????,36.602573,43.27893045,Markaz Al-Shikhan,al.shikhan,ninewa
17051,Al-Shikhan,Big Rikaba Village,???? ????? ?????,36.565376,43.25221304,Markaz Al-Shikhan,al.shikhan,ninewa
17049,Al-Shikhan,Small Rikaba Village,???? ????? ?????,36.567179,43.23635996,Markaz Al-Shikhan,al.shikhan,ninewa
17045,Al-Shikhan,Sheikh Milwan Village,???? ??? ?????,36.583357,43.24351923,Markaz Al-Shikhan,al.shikhan,ninewa
33774,Al-Hatra,Estielah Village,???? ??????,35.807841,43.053191,Markaz Hatra,al.hatra,ninewa
33859,Al-Hatra,Abu sanam wasataa Village,???? ??? ???? ????,36.1764,42.322414,Markaz Hatra,al.hatra,ninewa
22606,Al-Falluja,Albu Shejel,???????,33.39894123,43.63390187,Markaz Al-Falluja,al.falluja,al.anbar
33991,Al-Hatra,Easilah algharbia,???? ??????  ??????? ,35.8246,42.9021,Markaz Hatra,al.hatra,ninewa
33728,Al-Hatra,Majmae khams talul,???? ???? ??? ????,35.85746,42.21516,Markaz Hatra,al.hatra,ninewa
318,Al-Falluja,Albu Khanfar,???????? ,33.44080496,43.82623441,Al-Garma,al.falluja,al.anbar
33393,Al-Hatra,Ashwa village,???? ????,36.005233,42.35309117,Markaz Hatra,al.hatra,ninewa
33193,Al-Hatra,Mreka Village,???? ?????,35.854687,42.894362,Markaz Hatra,al.hatra,ninewa
33861,Al-Hatra,Abu sanam janubi iVillage,???? ??? ???? ?????,36.162066,42.323913,Markaz Hatra,al.hatra,ninewa
33265,Al-Mosul,Al-Nafit,?? ?????,36.317533,43.12389785,Al-Muhamadath,al.mosul,ninewa
33289,Al-Mosul,Al Sikak,?? ?????,36.34052888,43.08680814,Al-Muhamadath,al.mosul,ninewa
33257,Al-Mosul,Msherfa 2,?????? 2,36.37883671,43.07380498,Al-Muhamadath,al.mosul,ninewa
277,Al-Kaim,Hay Al-Maamon,?? ???????,34.39362133,41.000431,Al-Rummaneh,al.kaim,al.anbar
21201,Al-Falluja,Albu Shihab,????????,33.39917258,43.58249848,Markaz Al-Falluja,al.falluja,al.anbar
33252,Al-Mosul,Al-Sinaa Al-Qadema,??????? ???????,36.33732899,43.10615109,Al-Muhamadath,al.mosul,ninewa
33404,Tilkaef,AL-sheek Maaroof village,???? ????? ?????,36.384447,42.99617734,Markaz Tilkaef,tilkaef,ninewa
33342,Al-Falluja,Hay Jbeal,?? ????,33.32421,43.77623968,Markaz Al-Falluja,al.falluja,al.anbar
31775,Al-Mosul,Al-Areej Village,???? ??????,36.19146914,43.20713996,Hammam Al-Alil,al.mosul,ninewa
33174,Tilkaef,Tel Al-raes Al-thania Village,???? ?? ????? ???????,36.412192,42.96872791,Markaz Tilkaef,tilkaef,ninewa
18367,Al-Mosul,Al-Yarmuk,?? ???????,36.33808679,43.08332718,Al-Muhamadath,al.mosul,ninewa
31912,Al-Mosul,Bahzani,?????? ,36.457312,43.33830961,Bashiqa,al.mosul,ninewa
23811,Haditha,Hay Barwanah Al Gharbiyah,?? ?????? ?????,34.09547956,42.38043973,Barwana,haditha,al.anbar
24315,Haditha,Hay Al Rahman,?? ??????,34.08711253,42.376353,Barwana,haditha,al.anbar
21007,Al-Mosul,Zanjili,????????,36.34975751,43.11049303,Al-Muhamadath,al.mosul,ninewa
23812,Haditha,Hay Ibn Bittar,?? ??? ?????,34.08381752,42.38563715,Barwana,haditha,al.anbar
21258,Al-Mosul,Tal Al-Rumman,?? ??????,36.31561638,43.08996264,Al-Muhamadath,al.mosul,ninewa
18372,Al-Mosul,Al-Wahda,??????,36.32498049,43.18981081,Al-Muhamadath,al.mosul,ninewa
33820,Haditha,Hay Al_salam,?? ??????,34.0898,42.38123,Barwana,haditha,al.anbar
21580,Al-Mosul,Orta akrab Village,???? ????? ????,36.422829,43.23208311,Bashiqa,al.mosul,ninewa
23813,Haditha,Hay Al Shuhadaa,?? ???????,34.09260433,42.397337,Barwana,haditha,al.anbar
18369,Al-Mosul,Al-Khadraa,???????,36.35689079,43.2227368,Al-Muhamadath,al.mosul,ninewa
272,Al-Kaim,Hay 12 Rabee Alawal,?? 12???? ?????,34.39208833,40.98504599,Al-Rummaneh,al.kaim,al.anbar
79,Haditha,Hay Al-Subhani,?? ????????,34.11291371,42.38267137,Barwana,haditha,al.anbar
18009,Al-Mosul,Mjareen Village,???? ??????,36.35986,42.71071761,Al-Muhamadath,al.mosul,ninewa
20782,Al-Mosul,Al-Muharibeen,?????????,36.38366231,43.19343104,Al-Muhamadath,al.mosul,ninewa
33655,Sinjar,Kani Edo,???? ????      ,36.3013473,41.8505089,Markaz Sinjar,sinjar,ninewa
34036,Sinjar,Hay Al Shafaa,?? ??????,36.15406,42.039688,Al-Qairawan,sinjar,ninewa
27399,Sinjar,Sharaf Alddin,??? ?????,36.42984078,41.86808233,Al-Shamal,sinjar,ninewa
33998,Sinjar,Hazeel Al-Kabeer Village,???? ???? ??????,36.154129,42.052066,Al-Qairawan,sinjar,ninewa
34038,Sinjar,Hay Al Mamoon,?? ???????,36.16286,42.034429,Al-Qairawan,sinjar,ninewa
18048,Sinjar,Guhbal and shorka,???? +?????  ,36.50572952,41.95736199,Al-Shamal,sinjar,ninewa
27358,Sinjar,Kolka,?????,36.37152891,41.72511078,Al-Shamal,sinjar,ninewa
33651,Sinjar,Zaytoniya,???????,36.3069755,41.8797018,Markaz Sinjar,sinjar,ninewa
24117,Haditha,Haqlaniyah-Hay Al-Faroq,?? ???????-???????,34.08341069,42.35196982,Al-Haqlaniya,haditha,al.anbar
33873,Sinjar,Sibaya harrush,?????? ????,36.227443,42.124177,Al-Qairawan,sinjar,ninewa
23820,Haditha,Hay K 28,???? ? 28 (( ?? ??? )),34.07182393,42.36524882,Al-Haqlaniya,haditha,al.anbar
27287,Sinjar,Zorava and zirwa,??????+????? ,36.47246728,42.01588827,Al-Shamal,sinjar,ninewa
18016,Sinjar,Golat,?????,36.4036,42.12902345,Markaz Sinjar,sinjar,ninewa
17617,Telafar,Qasr Sarij,???? ???????,36.55342282,42.51140824,Al-Ayadiya,telafar,ninewa
23817,Haditha,Hay Al Shay,?? ??????,34.12659465,42.39245154,Barwana,haditha,al.anbar
25807,Telafar,Hay althahabe,???? ??????,36.80170925,42.09458755,Rabia,telafar,ninewa
23822,Haditha,Albu Hayat,???? ????????,34.006133,42.38533008,Al-Haqlaniya,haditha,al.anbar
24109,Haditha,Barwanah-Hay Al-Shurta,?? ??????-??????,34.09212563,42.39748965,Barwana,haditha,al.anbar
27304,Telafar,Kharabat Ashiq,???? ????? ????,36.75874864,42.45894678,Zummar,telafar,ninewa
23648,Telafar,Sahilah Village,?????,37.0132505,42.34194814,Zummar,telafar,ninewa
17625,Telafar,Eayan Alturs,???? ??? ?????,36.7393,42.53539788,Zummar,telafar,ninewa
34048,Telafar,Hay Al Noor Al Thania,?? ????? ??????? ,36.377547,42.464541,Markaz Telafar,telafar,ninewa
21264,Heet,Basair,??????? ,33.6499489,42.80809027,Markaz Heet,heet,al.anbar
28439,Telafar,Tal Talab vilage,???? ?? ???,36.74584971,42.20245753,Rabia,telafar,ninewa
18302,Telafar,Hay Al wahda,?? ??????,36.37497,42.4282364,Markaz Telafar,telafar,ninewa
33212,Telafar,Humur Eafin,???? ??? ????,36.7515,42.59057091,Zummar,telafar,ninewa
66,Al-Kaim,Sadah,???? ????,34.36995574,41.09281041,Al-Karabla,al.kaim,al.anbar
22446,Telafar,Al Mafri,???? ????,36.60934422,42.57199697,Zummar,telafar,ninewa
33420,Telafar,Hay Al Zahraa,?? ???????,36.379492,42.4255152,Markaz Telafar,telafar,ninewa
25809,Telafar,Domez complex,???? ?????,36.71204681,42.61461067,Zummar,telafar,ninewa
27356,Telafar,Tel shor,???? ?? ?????,36.49949129,42.14103331,Rabia,telafar,ninewa
21603,Tilkaef,Baawiza,??????,36.43356032,43.15578703,Markaz Tilkaef,tilkaef,ninewa
17949,Tilkaef,Derston,??? ???? ,36.67726055,43.01571448,Al-Qosh,tilkaef,ninewa
33445,Tilkaef,Ammar Bet Village,???? ???? ???,36.5346,42.95195506,Wana,tilkaef,ninewa
24682,Tilkaef,Al Quba,?????,36.40208884,43.04396592,Markaz Tilkaef,tilkaef,ninewa
17133,Tilkaef,wanna center,???? ????,36.53558507,42.75997942,Wana,tilkaef,ninewa
33541,Al-Shikhan,Shwedeg Sagheer,????? ????,36.564837,43.217469,Markaz Al-Shikhan,al.shikhan,ninewa
17602,Tilkaef,Kany-Sheren,???? ?????,36.564261,43.032031,Markaz Tilkaef,tilkaef,ninewa
17600,Tilkaef,Hasan-Galad,???? ??? ????,36.530579,43.00519903,Markaz Tilkaef,tilkaef,ninewa
21601,Tilkaef,Sada Area,????? ??????,36.42253923,43.15926051,Markaz Tilkaef,tilkaef,ninewa
23415,Tilkaef,Semehla,???? ??????,36.578664,42.93158469,Wana,tilkaef,ninewa
21605,Tilkaef,Musqalat Al-Shamalih,?????? ????????,36.5917828,43.0416133,Markaz Tilkaef,tilkaef,ninewa
17788,Tilkaef,Der Umtutha,???? ????? ????,36.50545966,42.78384651,Wana,tilkaef,ninewa
26077,Al-Daur,Hay Tal Al Banat,?? ?? ??????,34.4476367,43.79889497,Abu Dalf,al.daur,salah.al.din
20587,Al-Daur,Hay Abu Dalaf,?? ??? ???,34.45569217,43.79879331,Abu Dalf,al.daur,salah.al.din
26078,Al-Daur,Hay Al Askri,?? ???????,34.46264848,43.79113717,Abu Dalf,al.daur,salah.al.din
26116,Al-Daur,Al Mujammaa Al Sakani,?????? ??????,34.4093972,43.78942745,Abu Dalf,al.daur,salah.al.din
20746,Al-Daur,Al-Khadhra area,?? ???????,34.47699,43.79037775,Abu Dalf,al.daur,salah.al.din
20713,Al-Daur,Hay Al Qadisiah,?? ????????,34.473313,43.79133138,Abu Dalf,al.daur,salah.al.din
26080,Al-Daur,Hay Al Sharqiyah,?? ???????,34.45350793,43.78909198,Abu Dalf,al.daur,salah.al.din
26079,Al-Daur,Hay Al Aboor,?? ??????,34.4652675,43.79065796,Abu Dalf,al.daur,salah.al.din
26082,Al-Daur,Hay Al Mahad,?? ??????,34.45656032,43.80569889,Abu Dalf,al.daur,salah.al.din
26081,Al-Daur,Al Asriyah village,?????? ???????,34.46089339,43.84198922,Abu Dalf,al.daur,salah.al.din
28420,Balad,Albo Fadaus Village,???? ?????????,33.86874825,44.355067,Al-Dujeel,balad,salah.al.din
25947,Balad,Bezna Village,???? ????,33.90924349,44.18353,Yathreb,balad,salah.al.din
33790,Balad,Al-Shehabbi Village,???? ???????,33.966393,44.30386,Yathreb,balad,salah.al.din
33124,Beygee,Al-Salman village,???? ???????,35.33025,43.26614918,Makkhoul,beygee,salah.al.din
20613,Al-Shirqat,Sudayrah Tak Tak Village,???? ????? ?? ??,35.45198,43.29188179,Markaz Al-Shirqat,al.shirqat,salah.al.din
33126,Al-Shirqat,Al-Sheekh Hamad Village,???? ????? ???,35.560374,43.27774764,Markaz Al-Shirqat,al.shirqat,salah.al.din
21955,Al-Shirqat,Hay Al-Khasim Al-Qadem village,???? ????? ???????,35.4860996,43.24136451,Markaz Al-Shirqat,al.shirqat,salah.al.din
20588,Al-Shirqat,Sudayrah Sufla Village,???? ????? ????,35.466904,43.29417902,Markaz Al-Shirqat,al.shirqat,salah.al.din
21347,Al-Shirqat,Al-Musehly Village,???? ????????,35.40670733,43.20443065,Markaz Al-Shirqat,al.shirqat,salah.al.din
21004,Al-Shirqat,Hay Al Askari,???? ???????,35.51588268,43.24014327,Markaz Al-Shirqat,al.shirqat,salah.al.din
33122,Al-Shirqat,Sudayrah Aulya Village,???? ????? ????,35.443157,43.28802411,Markaz Al-Shirqat,al.shirqat,salah.al.din
21002,Al-Shirqat,Al Khanuga village,???? ????????,35.39407146,43.2562212,Markaz Al-Shirqat,al.shirqat,salah.al.din
33402,Al-Shirqat,Shattye Al-Jider village,???? ?????,35.353168,43.33280417,Markaz Al-Shirqat,al.shirqat,salah.al.din
21349,Al-Shirqat,Al-Swedan Village,???? ??????,35.62253532,43.24083119,Markaz Al-Shirqat,al.shirqat,salah.al.din
29655,Al-Shirqat,Hay Tal Baajah,?? ?? ?????,35.52689026,43.22822702,Markaz Al-Shirqat,al.shirqat,salah.al.din
29652,Al-Shirqat,Hay Al-noor,?? ?????,35.49564536,43.240898,Markaz Al-Shirqat,al.shirqat,salah.al.din
33957,Heet,alrashid,??????,33.58864,42.62435,Kubaisa,heet,al.anbar
33123,Al-Shirqat,Sudayrah Westa Village,???? ????? ????,35.430951,43.29735383,Markaz Al-Shirqat,al.shirqat,salah.al.din
29654,Al-Shirqat,Hay Al-Baladyat,?? ????????,35.53883531,43.22417697,Markaz Al-Shirqat,al.shirqat,salah.al.din
100,Heet,Abu Tibban,????????,33.52770924,42.94823615,Al-Forat,heet,al.anbar
33369,Beygee,Hay Altameem,?? ???????,34.921845,43.48296141,Al-Synia,beygee,salah.al.din
23388,Beygee,Al Hamra village,???? ??????,34.75922381,43.60555224,Markaz Beygee,beygee,salah.al.din
22581,Beygee,Hay Tal Al Zatar-mahalla 219,?? ?? ?????? ?(15-??????? ????????)????,34.93565,43.48967088,Al-Synia,beygee,salah.al.din
24304,Beygee,Al Mushhaq Village,???? ??????,35.185783,43.41311343,Makkhoul,beygee,salah.al.din
20607,Beygee,Hay Alrisalah,?? ???????,34.926822,43.49148764,Al-Synia,beygee,salah.al.din
33434,Beygee,Sheik Ali village,???? ????? ???,35.1807187,43.29254159,Makkhoul,beygee,salah.al.din
23647,Al-Kaim,Al Aubaidi Al Qadima,??????? ??????? ,34.42020331,41.20149436,Al-Obiadi,al.kaim,al.anbar
23435,Beygee,Al-Zweeyah Village,???? ?????? ,35.2612,43.397525,Makkhoul,beygee,salah.al.din
20689,Beygee,Markaz Makhoul,???? ?????,35.2027688,43.27791681,Makkhoul,beygee,salah.al.din
20720,Beygee,AL-Siniya,???????,34.930908,43.41288243,Al-Synia,beygee,salah.al.din
137,Heet,Saweeb,????,33.60455112,42.888982,Markaz Heet,heet,al.anbar
22813,Beygee,Qaryat Al Sareen,?????? 13 ?????? ???????? ???? ??????,34.86225969,43.49558631,Markaz Beygee,beygee,salah.al.din
20866,Beygee,Tal abu Jarad area-Mahalla 104,?? ??? ???? ???? 104,34.9316,43.46459206,Al-Synia,beygee,salah.al.din
24305,Samarra,Al Namel Village,???? ?????,34.333402,43.34943202,Dijla,samarra,salah.al.din
33715,Samarra,AL-Zahwer,??????,34.477461,43.47602207,Dijla,samarra,salah.al.din
33954,Heet,jabil,????,33.56769,42.91487,Al-Forat,heet,al.anbar
20773,Balad,Beshakan village,???? ??????,34.03443349,44.28259692,Al-Duloeyah,balad,salah.al.din
33437,Balad,Aziz Balad,???? ???,34.023395,44.166704,Yathreb,balad,salah.al.din
23056,Balad,Jwezerat,???? ???????,34.043058,44.139455,Yathreb,balad,salah.al.din
29565,Balad,Yathrib sub distrct,????? ????,34.028012,44.25703679,Yathreb,balad,salah.al.din
20767,Balad,Albu Jewari,???? ???? ?????,34.06002525,44.21800742,Al-Duloeyah,balad,salah.al.din
20673,Samarra,Al-Jillam area,????? ??????,34.24088767,43.89312124,Markaz Samarra,samarra,salah.al.din
29539,Samarra,Mahalla Makeshfa,???? ??????,34.36904718,43.75919988,Dijla,samarra,salah.al.din
20674,Samarra,Al-Hewaish area,???? ??????,34.19515165,43.80748367,Al-Tharthar,samarra,salah.al.din
20695,Samarra,Al-Abasiya Village,???? ????????,34.30092393,43.78031314,Dijla,samarra,salah.al.din
33608,Samarra,Banat Al-hassan village,???? ???? ?????,34.148833,43.9495084,Al-Muotasim,samarra,salah.al.din
25926,Samarra,Hawi Albsat,?????? 27 ???? ??????,34.26137899,43.87541313,Markaz Samarra,samarra,salah.al.din
20752,Samarra,Al_Jazera,?????? 9 ???????(????????????),34.24620221,43.660999,Al-Tharthar,samarra,salah.al.din
21473,Heet,kibae,????,33.53214,43.04051,Al-Forat,heet,al.anbar
25960,Tikrit,Hay Aljamiyaa,?? ???????-???? 418,34.59299692,43.67410527,Um Al-Qura,tikrit,salah.al.din
20638,Tikrit,Hay Al Dhubbat,?? ??????,34.63466839,43.6702753,Um Al-Qura,tikrit,salah.al.din
20666,Tikrit,Uwainat,??????,34.47137992,43.73535038,Um Al-Qura,tikrit,salah.al.din
33824,Heet,Hay AL-zihoor,?? ?????? ,33.628441,42.836747,Markaz Heet,heet,al.anbar
25922,Tikrit,Qadisya 1 Mahala 214,?? ????????(??????1)?????? 7-???? 214,34.64578089,43.66608673,Um Al-Qura,tikrit,salah.al.din
23848,Heet,Zoyah Al-gharbiyah,???? ???????,33.56746228,42.91583728,Al-Forat,heet,al.anbar
25950,Tikrit,Tal-Al Sibaat Village,???? ?? ???????,34.81969084,43.57772889,Al-Alam,tikrit,salah.al.din
163,Heet,Al Baker,?? ?????,33.64958145,42.83134286,Markaz Heet,heet,al.anbar
25949,Tikrit,Al Bzikhah Village,???? ???????,34.89208231,43.54881689,Al-Alam,tikrit,salah.al.din
22331,Tikrit,Al Baladiyat-402,????????-402,34.61124269,43.67409029,Um Al-Qura,tikrit,salah.al.din
22965,Tikrit,Hay Alqalaa,?? ??????(6-?????)???? 405,34.60364868,43.68996813,Um Al-Qura,tikrit,salah.al.din
21357,Tikrit,Al Zallayah village,???? ???????,34.45798508,43.72672328,Um Al-Qura,tikrit,salah.al.din
23702,Tikrit,Qadisya 2 500 Area,?? ????????(??????2)?????? 7 ???? 218 – ???? 500,34.65085216,43.64840368,Um Al-Qura,tikrit,salah.al.din
25961,Tikrit,Hay Alarbaen,?? ????????-???? 414,34.59481215,43.67682715,Um Al-Qura,tikrit,salah.al.din
33823,Heet,AL-Moalimeen AL-Thaniya,?? ???????? ??????? ,33.64578,42.80107,Markaz Heet,heet,al.anbar
20484,Tooz Khurmato,Chardaghli village,???? ???????,34.818984,44.557499,Ameraly,tooz.khurmato,salah.al.din
23788,Al-Kaim,Hay Al Rashid,?? ??????,34.38715286,40.98881848,Al-Karabla,al.kaim,al.anbar
271,Al-Kaim,Door Al-Sikak,?? ?????,34.38771423,40.97593251,Al-Karabla,al.kaim,al.anbar
