log_number,X_uuid,cluster_location_id,date_assessment,governorate_mcna_r,district_mcna,enumerator_num,question.name,issue,action,changed,old.value,new.value,flag_index
2290,3015f32f-c08d-422f-8217-42e14199281d,NA,5-Aug,al.anbar,al.kaim,19,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6.2,NA,10
2291,30c763d4-d78c-43bb-b19f-c0d57e452128,11206,29-Jul,NA,al.kadhmiyah,1,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.6,NA,10
2292,30e3e96e-0e17-4794-93e2-2f95610e1791,24805,26-Jul,NA,baquba,9,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.6,NA,10
2293,318afb86-18cc-406f-8147-f3865101ee18,NA,22-Jul,al.sulaymaniyah,kalar,37,interview_duration,"interviews for deletion, less than 12",Deleted,NA,2.6,NA,10
2294,32ffdff5-6893-4d4c-b155-96b751c325e3,22296,1-Jan,NA,kirkuk,57,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.6,NA,10
2295,33b82a26-fef4-49a0-9503-825244c6e680,33291,24-Aug,NA,al.hawiga,54,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.8,NA,10
2296,33cb4ac9-8b8a-4397-825f-dd01e8a81fa1,NA,23-Jul,diyala,al.muqdadiya,1,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.5,NA,10
2297,341e02f7-5b0e-4fd1-a484-bcbd25fd0c23,25866,8-Aug,NA,tooz.khurmato,75,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.3,NA,10
2297,0bf1879b-3b44-4ed9-85f5-33f87e43860a,15614,17-Sep,NA,al.hawiga,57,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.3,NA,10
2298,34e799d0-af48-43c8-a4fd-96cfcc3c4e4e,NA,28-Jul,ninewa,al.hamdaniya,6,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.6,NA,10
2299,35796760-feee-4808-b9fa-6d8f05a3ea02,NA,23-Jul,baghdad,al.kadhmiyah,26,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.7,NA,10
2300,3584796e-eca0-4bbc-ae5b-dfaaba212c63,25673,10-Aug,NA,al.khalis,9,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.2,NA,10
2301,35d77a73-07ef-4690-9925-86a54e52e076,14960,26-Aug,NA,daquq,62,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12,NA,10
2302,360ef410-6649-4ffe-8013-084bfe26e998,33477,6-Sep,NA,daquq,54,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.6,NA,10
2303,36306c17-a944-40ee-8a59-3c2657fa1de9,15614,3-Sep,NA,al.hawiga,57,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.9,NA,10
2304,363b013d-efea-4ab2-9a9d-0a6740eeb9f3,NA,28-Jul,al.anbar,ana,18,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.9,NA,10
2305,36c6a726-3285-40da-b9b2-ae92d1b9be9c,NA,23-Jul,baghdad,al.mahmoudiya,25,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.8,NA,10
2306,37280629-83f9-4054-8d8c-d3ca139eda25,NA,27-Jul,ninewa,al.baaj,14,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.1,NA,10
2307,3787b863-6b23-4a6c-90c9-6b404f015a30,27275,30-Jul,NA,al.kut,69,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.7,NA,10
2308,37b6d48e-5f57-4aff-8683-e32385b92201,33112,27-Aug,NA,daquq,55,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.8,NA,10
2309,37d5b964-c825-4821-b652-ee118c861993,NA,26-Jul,baghdad,al.mahmoudiya,31,interview_duration,"interviews for deletion, less than 12",Deleted,NA,5.4,NA,10
2310,38b0eb10-7a37-45db-b596-37411eec2988,25676,10-Aug,NA,al.khalis,9,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.3,NA,10
2311,3a1db0c3-4f8c-4af5-833c-306141e3d794,24786,26-Jul,NA,al.kut,69,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.7,NA,10
2312,3a396d1b-7ddb-4df8-9337-a8a3c0fdc060,NA,23-Jul,diyala,al.muqdadiya,2,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.4,NA,10
2313,3adca499-e304-4614-9589-fefd336825c2,NA,26-Jul,baghdad,al.mahmoudiya,29,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6.1,NA,10
2314,3b50c9cd-7c50-4986-8b95-19d6e42a8579,NA,9-Aug,salah.al.din,tikrit,15,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.2,NA,10
2315,3c0b5627-cebd-4b51-9d9d-4f68cb687c1d,NA,23-Jul,baghdad,al.kadhmiyah,14,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.1,NA,10
2316,3c3ed5c7-9b4c-47f3-8a73-80cc43a7cb05,14960,26-Aug,NA,daquq,62,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.9,NA,10
2317,3c61eaa5-87dc-4010-a1c6-4232cca7a34e,NA,6-Aug,salah.al.din,balad,18,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.3,NA,10
2318,3d5f13bf-78bd-4d27-b545-0bac6aa39e1b,NA,26-Jul,ninewa,al.baaj,2,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.5,NA,10
2319,3d6ab21f-6b97-4de1-86c8-ec0476e6fe95,NA,22-Jul,diyala,al.muqdadiya,3,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.5,NA,10
2320,3e304208-30df-4cca-ad97-3e6b54d48e95,NA,26-Jul,baghdad,al.karkh,23,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.1,NA,10
2321,3e4e4949-4f22-407b-bdcc-a382c41866d7,NA,26-Jul,baghdad,al.karkh,19,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6.3,NA,10
2322,3ed3c2b7-1d9e-4b59-9287-a124438711f7,NA,23-Jul,baghdad,al.kadhmiyah,23,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.7,NA,10
2323,3ee51315-ef41-4e1a-9dbf-523b1c33daf5,NA,9-Aug,salah.al.din,tikrit,33,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.8,NA,10
2324,3ef75cda-7614-498f-947d-9388647366b0,NA,26-Jul,baghdad,al.mahmoudiya,32,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.8,NA,10
2325,3fc79431-bd6d-4a38-a56c-6625f9f2b932,NA,26-Jul,ninewa,al.baaj,6,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.7,NA,10
2326,3fd3409d-1829-41d4-a0a0-932765eedb14,NA,27-Jul,ninewa,al.baaj,2,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.5,NA,10
2327,4065b76f-c1e1-4287-89af-4677ca2ed837,NA,6-Aug,salah.al.din,balad,16,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11,NA,10
2328,410287a9-57da-461d-b2d6-465ecd7270bc,NA,27-Jul,baghdad,al.mahmoudiya,15,interview_duration,"interviews for deletion, less than 12",Deleted,NA,5.9,NA,10
2329,411cff0c-21f0-4bf8-8a15-6bb3393e8e80,NA,28-Jul,al.anbar,ana,31,interview_duration,"interviews for deletion, less than 12",Deleted,NA,5.6,NA,10
2330,4185b5db-2d89-4746-96ef-416524663613,NA,28-Jul,al.anbar,ana,18,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.8,NA,10
2331,43764b16-8a23-4a6c-916d-9f20dbab2955,NA,23-Jul,baghdad,al.kadhmiyah,28,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6.1,NA,10
2332,43c91e1b-4da2-4e51-9eb9-9d20dee346db,NA,22-Jul,baghdad,al.kadhmiyah,23,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11,NA,10
2333,4457d810-484e-49d5-9e9d-60b10c169770,22581,5-Aug,NA,beygee,75,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.9,NA,10
2333,2292cf7e-f804-437d-99ff-fefd90edddce,NA,16-Sep,ninewa,al.hatra,98,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.8,NA,10
2334,44b596d5-99c1-432b-94da-41fecd435c86,25676,10-Aug,NA,al.khalis,7,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.8,NA,10
2335,44fd9885-2aa5-412c-97a7-a3be720d6ec7,15242,26-Aug,NA,al.hawiga,57,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10,NA,10
2336,453bd3f1-a78a-4cf7-b9e3-c09a7bf56d40,NA,9-Aug,salah.al.din,tikrit,100,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11,NA,10
2337,4581f3da-3c64-4511-89f0-b9f8b7d50ebc,NA,28-Jul,ninewa,al.hamdaniya,1,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.3,NA,10
2338,45c5fadf-7c0b-4e92-ba28-2f8d89772c49,NA,28-Jul,ninewa,al.hamdaniya,2,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.9,NA,10
2339,46b5ddf5-4978-4de9-b128-443f658e2292,NA,23-Jul,diyala,al.muqdadiya,1,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.2,NA,10
2340,46c1ae6c-8ecc-4d81-8f7b-7e7c1828b564,15463,24-Aug,NA,dibis,55,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.9,NA,10
2341,46e5b39f-cae2-4aec-b814-20857eee4d0d,11206,29-Jul,NA,al.kadhmiyah,3,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.8,NA,10
2342,470c3840-7163-457f-94d9-51c969b9a4be,NA,27-Jul,baghdad,al.karkh,18,interview_duration,"interviews for deletion, less than 12",Deleted,NA,4.7,NA,10
2343,47103192-49df-4a92-a98f-fa3d61ccc19d,NA,26-Jul,baghdad,al.mahmoudiya,28,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.4,NA,10
2344,475bd68f-a526-4231-973f-5e5ef475c9fb,NA,27-Jul,baghdad,al.mahmoudiya,13,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.2,NA,10
2345,481b5905-032f-445b-aa6e-747aeef3f7b3,23694,27-Jul,NA,baquba,7,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.6,NA,10
2346,484d882d-7ec6-4f23-9fc4-f585f01f465b,21702,7-Sep,NA,kirkuk,62,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.8,NA,10
2347,486e9c00-76d6-49fe-bc1b-6f42c1f69ecc,25676,10-Aug,NA,al.khalis,7,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.9,NA,10
2348,489a323b-652a-4e41-8d7f-754066f99fa5,NA,26-Jul,baghdad,al.mahmoudiya,31,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.4,NA,10
2349,4ac10163-6839-49b3-921c-e713fcc2dea9,NA,23-Jul,baghdad,al.kadhmiyah,21,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.1,NA,10
2350,4c59ae18-6963-47e6-a104-00e85f1dd553,NA,26-Jul,baghdad,al.mahmoudiya,13,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6,NA,10
2351,4c5c2a35-2f95-41cf-b6ed-1615d8e1cd63,NA,26-Jul,baghdad,al.mahmoudiya,25,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.4,NA,10
2352,4d036121-557b-4f74-bc4c-75af157921fc,NA,26-Jul,baghdad,al.mahmoudiya,13,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6.2,NA,10
2353,4dc19014-c571-493a-8d85-82f76561e169,NA,22-Jul,baghdad,al.adhamiya,20,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.9,NA,10
2354,4e784b99-1966-4afe-8c19-d8864bec2f5c,NA,20-Jul,baghdad,al.adhamiya,16,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11,NA,10
2355,4fbfde2f-3390-4a68-a439-7110b7f835ac,NA,13-Aug,al.sulaymaniyah,rania,37,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.3,NA,10
2356,4fe3f083-3059-44dd-93cc-dfb7011593a1,NA,18-Aug,erbil,koysinjaq,37,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.6,NA,10
2357,50049436-4b0d-4c4c-ad96-70484495f3d1,NA,26-Jul,baghdad,al.karkh,22,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.7,NA,10
2358,505e8e61-6e0f-4a88-b4ba-93ee04bf49e6,33476,24-Aug,NA,daquq,54,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.5,NA,10
2358,2cad26c4-3462-4ad0-9e62-53ea2561b4ee,41,17-Sep,NA,heet,25,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.7,NA,10
2359,510fec65-5c66-4f00-9d29-1c4f756aa603,15594,20-Aug,NA,al.hawiga,61,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12,NA,10
2360,51c705de-5b78-45c7-aee9-3274b39ca82b,NA,26-Jul,baghdad,al.mahmoudiya,15,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6.2,NA,10
2361,52faf5e7-ef99-451f-b908-ff0fd720db09,NA,29-Jul,al.anbar,al.rutba,28,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.7,NA,10
2362,532ed519-2b4c-4300-b99f-3f377967e489,20997,18-Aug,NA,erbil,121,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12,NA,10
2363,534feffc-989e-4be3-9957-d8fa09982c0f,NA,9-Aug,salah.al.din,tikrit,100,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.4,NA,10
2364,53f44958-9736-45c4-8912-68669c4e195e,NA,28-Jul,al.anbar,ana,19,interview_duration,"interviews for deletion, less than 12",Deleted,NA,4.7,NA,10
2365,544aa926-b86d-48c1-8aad-b0edc0b99838,NA,26-Jul,baghdad,al.mahmoudiya,25,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.6,NA,10
2366,56148e59-26ff-46d6-945d-7ae1adc2d5c0,NA,23-Jul,diyala,al.muqdadiya,4,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.8,NA,10
2367,56e2bdfa-ec15-48be-813a-757d113b01ad,19548,29-Jul,NA,al.kut,69,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6.3,NA,10
2368,56e3cf3c-b6ee-4b05-aabb-1e2717e56f2d,33287,25-Aug,NA,al.hawiga,57,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9,NA,10
2369,5835b351-c5b7-4b22-9df1-39b37a13a908,13141,6-Sep,NA,rawanduz,121,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.3,NA,10
2369,3163e8d7-d0cb-403c-985e-28bf113bef88,24109,19-Sep,NA,haditha,24,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.1,NA,10
2370,5ae246d7-7ee4-45f6-b621-4bdda16a3b6e,NA,23-Jul,diyala,al.muqdadiya,8,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.8,NA,10
2371,5b1a2373-d9d0-4f89-bc02-1452d76e8bdc,NA,27-Jul,baghdad,al.mahmoudiya,14,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.5,NA,10
2372,5b832107-a6a5-4430-8e30-e437b812cae0,31749,11-Aug,NA,khanaqin,9,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.3,NA,10
2373,5d45cdba-a544-45f9-9b43-eecf2ebc3c82,NA,27-Jul,baghdad,al.karkh,19,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6.9,NA,10
2374,5d492a42-1755-4954-8ea5-afa555488cc9,NA,27-Jul,ninewa,al.baaj,1,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6.4,NA,10
2375,5d8ce026-dba7-4acb-94a8-7e12baf5dd2f,NA,26-Jul,baghdad,al.mahmoudiya,30,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.2,NA,10
2376,5e0b8d05-a834-474c-b3d5-c315059593ea,NA,26-Jul,baghdad,al.karkh,18,interview_duration,"interviews for deletion, less than 12",Deleted,NA,5.9,NA,10
2377,5f7e438b-53ed-4f50-a36b-d192a56d8b88,NA,9-Aug,salah.al.din,tikrit,111,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.7,NA,10
2378,5f7e7c23-0c8c-4c3f-97cb-41cc8ecfa626,11312,9-Aug,NA,al.khalis,7,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.3,NA,10
2379,6179fbe4-2e63-43dc-bf5b-240546f0ed84,NA,26-Jul,baghdad,al.mahmoudiya,24,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.4,NA,10
2380,61e66307-7b49-427f-b473-81cc75035879,25866,8-Aug,NA,tooz.khurmato,75,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.1,NA,10
2381,61f15e27-bb65-4e30-a68f-efe0270c2ca0,NA,22-Jul,baghdad,al.kadhmiyah,21,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.8,NA,10
2381,2cd2301a-7f71-4bd6-ab3d-6e95f65ba979,NA,20-Sep,ninewa,tilkaef,98,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.2,NA,10
2382,635a124e-f27d-42d5-b590-f7f9fcd7646d,14788,26-Aug,NA,daquq,55,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.2,NA,10
2383,63896e22-8fa3-4951-9ef8-8a0efb675089,NA,23-Jul,baghdad,al.kadhmiyah,19,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6.6,NA,10
2384,641b9746-b3da-4371-9ea5-f575b58ddae6,NA,28-Jul,al.anbar,ana,29,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.9,NA,10
2385,643c0985-631f-4422-8b96-a38979dc2628,NA,22-Jul,baghdad,al.kadhmiyah,29,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.2,NA,10
2386,644df881-3b1c-4068-ab87-171115d92e49,NA,27-Jul,baghdad,al.karkh,19,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6.3,NA,10
2387,64dde8d7-b674-4c71-b8d7-ffeab1c63fdf,31726,7-Sep,NA,kirkuk,62,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.2,NA,10
2388,660c0ce4-4584-439e-97c1-e23fbb1b9355,NA,26-Jul,baghdad,al.mahmoudiya,14,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.4,NA,10
2389,667455cc-9080-49e6-9b61-f7a1857f45b6,25754,7-Aug,NA,tooz.khurmato,72,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.9,NA,10
2390,668a6714-1e10-4770-893a-50cc3d3c2cc4,NA,29-Jul,al.anbar,al.rutba,14,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6,NA,10
2391,66ba9c9c-2007-4a59-8c90-13da1a8e0830,NA,26-Jul,baghdad,al.mahmoudiya,30,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.1,NA,10
2392,675a88b9-f6eb-47c5-a492-65777ad35f21,NA,22-Jul,al.sulaymaniyah,dokan,35,interview_duration,"interviews for deletion, less than 12",Deleted,NA,2.1,NA,10
2393,67961870-eea5-46ac-ad3a-8b7866592304,NA,26-Jul,baghdad,al.mahmoudiya,25,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.7,NA,10
2394,67a741ef-be2b-4953-bc54-de315fd90d89,15449,25-Aug,NA,dibis,55,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.6,NA,10
2395,67c9c7e0-9dce-4153-bbce-fc82565b0b64,NA,5-Aug,al.anbar,al.kaim,19,interview_duration,"interviews for deletion, less than 12",Deleted,NA,5.8,NA,10
2396,67da3ff3-3771-456e-aab9-5d5ab5d3c29f,25322,30-Jul,NA,al.kut,69,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.4,NA,10
2396,33e72592-54d9-4bd3-94ab-fc319915edde,NA,20-Sep,ninewa,tilkaef,97,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.7,NA,10
2397,67f09965-dc25-4790-b85a-fcfeb1e28a3b,NA,22-Jul,baghdad,al.kadhmiyah,31,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.7,NA,10
2397,3ddfe560-babc-422b-a449-9bf5d6a21c1c,12277,17-Sep,NA,rawanduz,125,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.2,NA,10
2398,68952889-9229-481c-b803-bb679ad38a35,NA,26-Jul,baghdad,al.karkh,22,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.2,NA,10
2399,68cde203-14bb-4dc7-a9ca-7bbd7f00649b,NA,27-Jul,baghdad,al.mahmoudiya,27,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.6,NA,10
2400,6b34a2eb-dedf-4da9-adcb-76aac39b8431,24917,27-Jul,NA,baquba,9,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.3,NA,10
2401,6b49a1e1-9502-44df-87b6-4381f0b7dc28,NA,22-Jul,baghdad,al.kadhmiyah,18,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.9,NA,10
2401,35ae7399-0343-4d9c-9636-2e7ddd80d910,NA,20-Sep,ninewa,tilkaef,97,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.9,NA,10
2402,6bac7cc4-4670-4723-ac2f-38319d4757ac,NA,21-Jul,al.sulaymaniyah,chamchamal,5,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.4,NA,10
2403,6c86bb4f-d1f6-4775-96c1-79180c289b3c,15674,23-Aug,NA,dibis,55,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.6,NA,10
2404,6c99ee1c-6c5c-4722-99e1-0c9499722351,11195,28-Jul,NA,al.khalis,7,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.3,NA,10
2405,6d2ededd-d2c2-491f-833b-f524f9693e5d,NA,26-Jul,baghdad,al.karkh,19,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.2,NA,10
2406,6d340ff7-2325-44fb-973a-63db2c026829,24362,24-Aug,NA,al.hawiga,58,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.6,NA,10
2407,6f5b014c-5c24-44e4-afc0-d7cf3450de90,NA,23-Jul,baghdad,al.kadhmiyah,15,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.2,NA,10
2408,6f6875dc-42c1-4699-932d-99ba103f4717,NA,23-Jul,baghdad,al.kadhmiyah,24,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.5,NA,10
2409,70efe7f7-3743-4e69-b81b-8fea555b1ebb,11312,9-Aug,NA,al.khalis,9,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.2,NA,10
2410,71631cc1-8691-4344-9e35-ee8c0da1c159,31725,25-Aug,NA,daquq,58,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.3,NA,10
2411,7172a8f7-3bed-4547-95d9-983fb717998a,NA,23-Jul,baghdad,al.kadhmiyah,25,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.9,NA,10
2412,7190c1d6-38bf-4031-97b3-dd81f3a81b3b,14375,17-Aug,NA,dibis,64,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.1,NA,10
2413,71a355a0-6cb3-4490-bb39-e5f95cfaa67d,NA,27-Jul,baghdad,al.karkh,20,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.7,NA,10
2414,72198ba2-a65d-4064-84e9-5dddbb79cf6f,15191,16-Aug,NA,al.hawiga,57,interview_duration,"interviews for deletion, less than 12",Deleted,NA,9.3,NA,10
2415,722c60bb-2b82-4be2-a9c2-ab2b02525923,NA,22-Jul,baghdad,al.adhamiya,15,interview_duration,"interviews for deletion, less than 12",Deleted,NA,5.9,NA,10
2416,73997776-f138-403f-9d81-295b992d4f8b,NA,26-Jul,baghdad,al.mahmoudiya,15,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6.7,NA,10
2417,73a0381a-6828-4f2d-8cdd-6b92b1626b55,NA,5-Aug,salah.al.din,al.daur,10,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.8,NA,10
2418,74594c60-e54a-416b-9f99-4ae22015b4a4,NA,27-Jul,ninewa,al.baaj,11,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.7,NA,10
2419,74e83cbd-9a22-4c59-8971-68f5df885a2e,NA,26-Jul,baghdad,al.karkh,21,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.7,NA,10
2420,75120145-5d7b-44c9-963f-ade8a32583ee,NA,26-Jul,baghdad,al.mahmoudiya,29,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.1,NA,10
2421,754a93bc-1498-45c3-9876-554ccf8f1004,24261,27-Jul,NA,al.kut,69,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.9,NA,10
2422,75e09736-ead3-456b-9c0b-f9a2e3ade717,NA,27-Jul,baghdad,al.mahmoudiya,28,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.8,NA,10
2423,75fc0985-fe98-4568-9157-4784f623a688,29655,28-Jul,NA,al.shirqat,75,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.8,NA,10
2424,762a174b-ca1a-4c70-9bf9-49c77a7bf866,22296,1-Jan,NA,kirkuk,57,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.3,NA,10
2425,786f8916-7374-46cf-a31c-8976a10fcc37,NA,23-Jul,baghdad,al.kadhmiyah,30,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6.8,NA,10
2426,78bde917-5e1c-43b9-80f1-2da7dcae73f1,NA,26-Jul,baghdad,al.karkh,17,interview_duration,"interviews for deletion, less than 12",Deleted,NA,10.2,NA,10
2427,792f9664-1570-4bf0-b4d7-f799610490b4,15264,7-Sep,NA,al.hawiga,57,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.7,NA,10
2428,7a0c6129-a711-4677-b480-575a51a991fb,21702,7-Sep,NA,kirkuk,62,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.5,NA,10
2429,7a6dd995-0089-4d99-8d8d-6733fa67e71e,NA,26-Jul,baghdad,al.mahmoudiya,29,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.1,NA,10
2430,7b05d42d-0655-4214-b0e9-8cba65bcfbd6,25739,27-Aug,NA,daquq,62,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.6,NA,10
2431,7b079d64-b4a4-43a7-90ba-c9d5f6f1ab14,NA,22-Jul,baghdad,al.kadhmiyah,32,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8,NA,10
2432,7b9de31e-1e27-49b9-8cd9-ec2c5b484234,NA,23-Jul,baghdad,al.kadhmiyah,24,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.9,NA,10
2433,7cad3dbc-3cfa-4778-9de3-6378c58b5350,31749,11-Aug,NA,khanaqin,10,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.9,NA,10
2434,7d3236a3-c83d-4bc8-bb24-51dc00c5f3a8,29570,11-Aug,NA,khanaqin,9,interview_duration,"interviews for deletion, less than 12",Deleted,NA,11.1,NA,10
2435,7dc8e4f3-b515-40b2-baa7-b8c163a05c64,NA,28-Jul,al.anbar,ana,29,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.2,NA,10
2436,7f913a53-9499-45a2-a923-4001175c87ca,15264,17-Aug,NA,al.hawiga,61,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.5,NA,10
2437,7fe53667-94dc-44ac-b0c8-9eedf31515ae,NA,28-Jul,al.anbar,ana,25,interview_duration,"interviews for deletion, less than 12",Deleted,NA,6.7,NA,10
